trigger_type,severity,weekly_income,income_norm,claim_amount
heavy_rain,0.4266,3215.7,0.1271,167.11
extreme_heat,0.2663,6808.63,0.3932,248.65
extreme_heat,0.5845,7299.95,0.4296,379.35
heavy_rain,0.7315,4364.08,0.2122,317.83
traffic,0.4515,4089.2,0.1918,138.52
extreme_heat,0.4391,1703.48,0.0151,57.45
traffic,0.7281,8196.82,0.4961,421.41
aqi,0.4729,3372.52,0.1387,101.31
extreme_heat,0.7294,3747.47,0.1665,199.87
aqi,0.5151,6540.7,0.3734,209.6
extreme_heat,0.6825,4441.73,0.2179,232.36
aqi,0.6248,6647.0,0.3813,234.8
heavy_rain,0.3335,5440.93,0.2919,283.01
extreme_heat,0.2422,4455.5,0.2189,147.21
extreme_heat,0.5364,4699.55,0.237,207.03
heavy_rain,0.4422,2295.29,0.0589,124.73
extreme_heat,0.4385,3735.03,0.1656,156.6
aqi,0.7866,6918.98,0.4014,288.03
traffic,0.6814,2567.48,0.0791,91.33
heavy_rain,0.6464,2814.0,0.0973,180.4
heavy_rain,0.5069,2592.01,0.0809,149.29
heavy_rain,0.494,4344.61,0.2107,256.48
heavy_rain,0.5418,8113.34,0.4899,500.0
aqi,0.58,5290.03,0.2807,178.22
extreme_heat,0.7585,1500.0,0.0,76.2
heavy_rain,0.4668,5565.34,0.3011,336.18
extreme_heat,0.4662,3225.86,0.1278,133.45
heavy_rain,0.6969,5191.05,0.2734,377.08
heavy_rain,0.272,3734.05,0.1655,170.93
traffic,0.401,2616.97,0.0827,79.86
traffic,0.3521,3882.62,0.1765,114.52
aqi,0.8122,3226.86,0.1279,120.16
traffic,0.5211,4693.14,0.2365,181.58
extreme_heat,0.4376,2583.75,0.0803,105.42
traffic,0.3988,2293.0,0.0587,75.37
aqi,0.3845,5802.48,0.3187,158.33
traffic,0.2178,7005.28,0.4078,200.94
aqi,0.5365,5377.77,0.2872,167.02
traffic,0.5221,2909.14,0.1044,105.54
aqi,0.1658,2779.33,0.0948,50.0
heavy_rain,0.7844,2860.51,0.1008,205.94
traffic,0.3289,6280.45,0.3541,218.5
extreme_heat,0.5857,2663.71,0.0862,113.14
extreme_heat,0.5026,6260.53,0.3526,296.14
traffic,0.6074,5532.81,0.2987,236.63
aqi,0.1576,7471.59,0.4423,162.54
aqi,0.6291,6847.07,0.3961,242.15
heavy_rain,0.7263,5278.13,0.2799,396.09
traffic,0.3158,1930.74,0.0319,50.67
traffic,0.2381,5459.24,0.2933,146.87
heavy_rain,0.4309,4263.04,0.2047,238.08
heavy_rain,0.5069,3338.82,0.1362,194.84
heavy_rain,0.4634,7951.47,0.4779,500.0
traffic,0.1448,3730.63,0.1652,84.09
extreme_heat,0.418,3087.99,0.1176,117.16
aqi,0.4301,7058.78,0.4118,202.91
extreme_heat,0.5035,3286.09,0.1323,144.44
aqi,0.5673,3011.68,0.112,94.51
extreme_heat,0.6497,2290.27,0.0585,106.75
traffic,0.8597,2670.21,0.0867,126.13
heavy_rain,0.567,2787.23,0.0954,166.75
extreme_heat,0.7283,5489.12,0.2955,310.77
traffic,0.3534,2417.44,0.068,64.37
aqi,0.256,1589.35,0.0066,50.0
traffic,0.8255,4682.63,0.2358,225.4
heavy_rain,0.2716,2930.78,0.106,130.41
extreme_heat,0.5902,3991.28,0.1845,184.79
heavy_rain,0.0705,7640.42,0.4548,278.85
heavy_rain,0.758,4170.42,0.1978,307.35
traffic,0.1467,8559.62,0.5229,232.52
traffic,0.6967,3889.07,0.177,169.38
traffic,0.6284,6657.36,0.382,293.77
aqi,0.6756,3060.36,0.1156,102.5
traffic,0.5202,4246.48,0.2034,160.59
traffic,0.7104,2523.79,0.0758,111.52
heavy_rain,0.3916,2678.2,0.0873,133.84
heavy_rain,0.6641,3596.32,0.1553,237.61
traffic,0.8512,2070.89,0.0423,88.51
aqi,0.6399,4357.61,0.2117,138.83
heavy_rain,0.3406,3458.6,0.1451,167.92
extreme_heat,0.7497,4524.62,0.224,255.48
traffic,0.3167,2086.84,0.0435,53.59
heavy_rain,0.2542,5715.09,0.3122,267.06
extreme_heat,0.5126,9403.21,0.5854,491.46
aqi,0.518,8461.37,0.5157,292.51
traffic,0.613,10424.91,0.6611,500.0
heavy_rain,0.556,4110.15,0.1933,242.54
aqi,0.792,3373.94,0.1388,129.47
heavy_rain,0.4829,5134.78,0.2692,306.67
aqi,0.6608,3572.03,0.1535,116.4
heavy_rain,0.8397,1685.44,0.0137,118.73
extreme_heat,0.6636,6061.12,0.3379,329.92
extreme_heat,0.5981,3578.86,0.154,166.78
heavy_rain,0.5423,1932.02,0.032,104.43
aqi,0.7709,3120.84,0.1201,108.58
heavy_rain,0.464,3619.79,0.157,195.52
heavy_rain,0.5879,4047.75,0.1887,263.75
heavy_rain,0.6705,4072.13,0.1905,278.7
traffic,0.4437,7978.53,0.4799,322.45
traffic,0.1657,2112.72,0.0454,50.0
aqi,0.4854,3729.12,0.1651,109.03
heavy_rain,0.6189,2592.86,0.081,155.69
extreme_heat,0.4995,7540.8,0.4475,367.83
heavy_rain,0.9247,3038.97,0.114,244.43
extreme_heat,0.6201,3388.31,0.1399,159.24
aqi,0.6128,6801.15,0.3927,239.13
traffic,0.7076,7803.97,0.467,389.58
extreme_heat,0.1643,8402.73,0.5113,282.57
extreme_heat,0.1913,1769.48,0.02,50.0
aqi,0.8324,5122.8,0.2684,207.87
extreme_heat,0.5788,4605.74,0.2301,224.38
heavy_rain,0.5352,3922.12,0.1794,233.02
extreme_heat,0.4191,4160.06,0.197,164.54
heavy_rain,0.3873,7653.26,0.4558,446.91
heavy_rain,0.848,6763.49,0.3899,500.0
heavy_rain,0.845,6300.96,0.3556,500.0
extreme_heat,0.4099,4462.47,0.2194,188.4
traffic,0.5728,12522.66,0.8165,500.0
heavy_rain,0.7889,3293.44,0.1328,245.56
extreme_heat,0.4785,1793.67,0.0218,73.69
aqi,0.3794,3524.09,0.1499,81.65
traffic,0.6005,4141.73,0.1957,169.4
extreme_heat,0.3747,7720.17,0.4608,337.36
heavy_rain,0.8007,3116.64,0.1198,223.27
aqi,0.7905,5144.15,0.2699,197.38
heavy_rain,0.6204,1922.49,0.0313,116.81
heavy_rain,0.6674,6909.89,0.4007,500.0
aqi,0.5291,4163.7,0.1973,122.83
extreme_heat,0.9134,3497.21,0.1479,212.14
traffic,0.1346,11682.25,0.7542,336.99
extreme_heat,0.4271,6870.23,0.3978,305.58
traffic,0.4671,2392.46,0.0661,84.91
heavy_rain,0.5817,3809.69,0.1711,239.11
heavy_rain,0.5162,15000.0,1.0,500.0
heavy_rain,0.6759,10822.78,0.6906,500.0
heavy_rain,0.1814,6383.56,0.3617,269.96
aqi,0.6144,1597.95,0.0073,50.0
heavy_rain,0.6532,7832.8,0.4691,500.0
extreme_heat,0.5178,2928.97,0.1058,133.74
traffic,0.2924,7799.06,0.4666,245.09
traffic,0.5019,2803.62,0.0966,101.07
extreme_heat,0.3175,5137.98,0.2695,194.95
extreme_heat,0.522,2921.52,0.1053,119.66
aqi,0.3479,3355.51,0.1374,78.73
traffic,0.228,5492.28,0.2957,150.11
traffic,0.5541,2080.89,0.043,84.2
aqi,0.7342,13176.75,0.8649,500.0
traffic,0.5938,2407.61,0.0672,86.12
heavy_rain,0.2053,2341.21,0.0623,83.51
extreme_heat,0.2358,5500.35,0.2963,189.73
heavy_rain,0.4918,7676.9,0.4575,500.0
traffic,0.6006,3422.58,0.1424,140.72
aqi,0.1806,2354.93,0.0633,50.0
extreme_heat,0.6722,2537.19,0.0768,127.15
extreme_heat,0.2314,2404.24,0.067,69.04
heavy_rain,0.4214,4694.23,0.2366,261.09
aqi,0.1926,3885.5,0.1767,77.92
heavy_rain,0.1279,4978.66,0.2577,197.72
heavy_rain,0.5026,4829.19,0.2466,292.31
heavy_rain,0.2082,6076.33,0.339,266.84
heavy_rain,0.1352,3278.13,0.1317,119.06
extreme_heat,0.4148,2781.92,0.095,106.13
extreme_heat,0.5362,4350.94,0.2112,193.6
heavy_rain,0.159,3914.74,0.1789,159.52
heavy_rain,0.8173,4566.38,0.2271,365.25
heavy_rain,0.7357,2819.02,0.0977,193.98
extreme_heat,0.0977,5547.53,0.2998,156.01
heavy_rain,0.5973,2232.36,0.0542,144.45
traffic,0.3988,3228.61,0.128,109.11
heavy_rain,0.2525,7076.4,0.4131,341.13
heavy_rain,0.3328,2285.51,0.0582,104.02
extreme_heat,0.3438,6803.02,0.3928,266.13
extreme_heat,0.6555,1989.13,0.0362,97.47
heavy_rain,0.5271,1821.45,0.0238,107.18
heavy_rain,0.2734,1906.58,0.0301,86.07
aqi,0.4601,4265.88,0.2049,123.91
heavy_rain,0.8845,5795.27,0.3182,497.77
extreme_heat,0.1451,7679.4,0.4577,238.52
extreme_heat,0.5264,7379.31,0.4355,370.54
heavy_rain,0.2328,6194.08,0.3477,281.01
extreme_heat,0.6629,2654.76,0.0855,131.39
traffic,0.277,2643.21,0.0847,67.54
traffic,0.2407,5966.38,0.3308,174.28
heavy_rain,0.2097,8189.88,0.4955,393.41
heavy_rain,0.2152,2402.9,0.0669,96.61
heavy_rain,0.9212,7684.8,0.4581,500.0
extreme_heat,0.2848,1540.45,0.003,53.0
traffic,0.9405,4890.07,0.2511,273.13
heavy_rain,0.5011,3820.35,0.1719,220.98
heavy_rain,0.4287,3633.33,0.158,196.79
aqi,0.5578,4087.28,0.1917,133.9
heavy_rain,0.1925,2625.78,0.0834,104.37
extreme_heat,0.4487,5029.31,0.2614,205.78
traffic,0.8727,4147.8,0.1961,204.82
heavy_rain,0.6002,6423.1,0.3647,449.35
heavy_rain,0.3709,8912.37,0.5491,500.0
heavy_rain,0.2181,4287.5,0.2065,188.35
aqi,0.6673,2672.16,0.0868,96.08
heavy_rain,0.6398,2277.99,0.0576,139.52
heavy_rain,0.2948,9406.21,0.5856,500.0
heavy_rain,0.7125,8823.61,0.5425,500.0
heavy_rain,0.5411,6270.97,0.3534,407.64
traffic,0.5612,4146.11,0.196,168.72
heavy_rain,0.6741,6048.6,0.3369,437.38
extreme_heat,0.7224,7725.12,0.4611,468.55
extreme_heat,0.6074,2954.31,0.1077,144.85
traffic,0.8317,4084.27,0.1914,202.75
heavy_rain,0.736,2314.35,0.0603,159.35
aqi,0.3574,3772.41,0.1683,92.7
traffic,0.5008,8709.21,0.534,377.37
heavy_rain,0.6811,6899.98,0.4,500.0
traffic,0.2993,4304.88,0.2078,131.36
aqi,0.6309,1500.0,0.0,50.0
heavy_rain,0.5181,2898.95,0.1036,156.36
aqi,0.4234,4235.27,0.2026,113.51
extreme_heat,0.7238,3612.1,0.1565,189.87
traffic,0.0718,4090.35,0.1919,84.72
aqi,0.1732,4542.78,0.2254,87.45
extreme_heat,0.5532,3081.46,0.1171,140.55
traffic,0.3189,4008.75,0.1858,123.28
heavy_rain,0.8535,3734.16,0.1655,290.33
traffic,0.7171,2831.04,0.0986,118.95
traffic,0.1301,10129.11,0.6392,275.48
heavy_rain,0.5878,3170.9,0.1238,196.62
extreme_heat,0.1551,1500.0,0.0,50.0
heavy_rain,0.5554,9814.66,0.6159,500.0
heavy_rain,0.3792,2635.59,0.0841,125.79
heavy_rain,0.4,6310.4,0.3563,366.83
heavy_rain,0.4765,2862.8,0.1009,154.82
heavy_rain,0.7789,5348.86,0.2851,411.75
heavy_rain,0.9347,3928.16,0.1799,320.78
traffic,0.8058,6635.34,0.3804,338.37
traffic,0.7767,3616.09,0.1567,167.62
traffic,0.6521,2899.63,0.1037,115.84
heavy_rain,0.4734,4575.68,0.2278,261.45
aqi,0.692,3323.43,0.1351,108.54
extreme_heat,0.8126,1533.66,0.0025,75.19
heavy_rain,0.6657,2978.72,0.1095,190.89
heavy_rain,0.4956,15000.0,1.0,500.0
traffic,0.5653,1618.59,0.0088,66.75
heavy_rain,0.6841,4539.29,0.2251,328.25
extreme_heat,0.343,3563.69,0.1529,132.78
aqi,0.2914,10079.01,0.6355,277.83
heavy_rain,0.7065,2308.79,0.0599,149.68
heavy_rain,0.7007,4232.94,0.2024,302.29
aqi,0.0827,5670.88,0.309,100.49
extreme_heat,0.7817,3678.84,0.1614,205.89
heavy_rain,0.4203,2741.4,0.092,150.39
aqi,0.7182,3979.46,0.1837,142.23
aqi,0.4182,3446.97,0.1442,101.88
extreme_heat,0.6002,3442.14,0.1439,156.74
traffic,0.6571,6408.34,0.3636,294.33
heavy_rain,0.5066,4922.02,0.2535,299.3
heavy_rain,0.6524,5302.23,0.2816,366.85
extreme_heat,0.2309,4746.43,0.2405,159.46
heavy_rain,0.3789,6502.49,0.3706,368.94
traffic,0.4457,7724.33,0.4611,310.64
traffic,0.395,3486.46,0.1471,113.73
heavy_rain,0.4471,6061.63,0.3379,348.42
extreme_heat,0.8533,2104.65,0.0448,118.86
heavy_rain,0.1934,1500.0,0.0,59.19
aqi,0.7288,10028.66,0.6318,431.24
heavy_rain,0.5362,3406.09,0.1412,202.6
traffic,0.5549,4565.29,0.2271,176.33
extreme_heat,0.8008,2180.68,0.0504,115.65
extreme_heat,0.5445,2130.96,0.0467,96.2
traffic,0.7323,2817.28,0.0976,128.32
traffic,0.8089,5549.42,0.3,272.08
extreme_heat,0.431,3107.98,0.1191,120.07
traffic,0.5666,3401.95,0.1409,121.53
aqi,0.182,2773.16,0.0943,62.0
extreme_heat,0.2968,7207.62,0.4228,282.65
extreme_heat,0.3478,6212.17,0.349,237.44
heavy_rain,0.699,3158.73,0.1229,214.08
traffic,0.1986,5664.98,0.3085,150.86
extreme_heat,0.646,3559.52,0.1526,171.84
extreme_heat,0.8049,3398.96,0.1407,195.07
heavy_rain,0.4015,3925.09,0.1796,210.73
aqi,0.3145,5550.35,0.3,139.98
extreme_heat,0.5915,2575.76,0.0797,113.73
traffic,0.5861,5172.94,0.2721,209.58
heavy_rain,0.505,14029.4,0.9281,500.0
aqi,0.6898,4409.69,0.2155,152.7
heavy_rain,0.7605,4096.38,0.1923,301.83
heavy_rain,0.4635,3858.05,0.1747,218.36
aqi,0.185,5110.77,0.2675,98.17
aqi,0.4091,1798.66,0.0221,50.0
heavy_rain,0.317,9419.55,0.5866,500.0
extreme_heat,0.7543,6572.13,0.3757,399.5
traffic,0.2574,2915.34,0.1048,81.69
aqi,0.6149,4087.85,0.1917,133.17
extreme_heat,0.6084,3045.21,0.1145,144.75
extreme_heat,0.2482,4673.28,0.2351,155.8
traffic,0.8437,4149.22,0.1962,209.46
traffic,0.7452,4511.19,0.2231,210.29
traffic,0.5466,2406.28,0.0671,93.16
extreme_heat,0.6054,3162.85,0.1232,141.69
heavy_rain,0.3817,7136.87,0.4175,401.62
aqi,0.5689,3081.29,0.1171,94.34
aqi,0.1683,1500.0,0.0,50.0
traffic,0.6466,3731.94,0.1653,166.43
heavy_rain,0.316,13436.71,0.8842,500.0
heavy_rain,0.8207,6151.42,0.3445,500.0
traffic,0.3204,3004.68,0.1115,86.35
heavy_rain,0.4549,3923.34,0.1795,218.93
aqi,0.6623,5652.93,0.3076,210.83
extreme_heat,0.513,1672.16,0.0128,72.57
traffic,0.5344,2622.73,0.0832,86.17
aqi,0.2428,4910.71,0.2526,117.23
extreme_heat,0.4866,8930.64,0.5504,456.94
heavy_rain,0.5101,3230.33,0.1282,186.49
traffic,0.4805,8808.82,0.5414,357.75
extreme_heat,0.7395,2759.59,0.0933,142.45
extreme_heat,0.3036,1500.0,0.0,50.56
traffic,0.464,5836.61,0.3212,222.65
aqi,0.1366,5272.18,0.2794,93.15
extreme_heat,0.3967,5814.4,0.3196,238.04
heavy_rain,0.1204,5701.89,0.3113,223.52
extreme_heat,0.331,4428.76,0.2169,170.7
extreme_heat,0.8244,3535.44,0.1508,203.57
heavy_rain,0.6971,3603.48,0.1558,253.72
heavy_rain,0.7669,3196.46,0.1257,231.83
traffic,0.4289,3293.82,0.1329,113.58
heavy_rain,0.5168,1626.98,0.0094,89.37
aqi,0.7967,2192.61,0.0513,80.16
heavy_rain,0.4189,3708.15,0.1636,190.47
heavy_rain,0.5393,1500.0,0.0,86.75
traffic,0.3153,1500.0,0.0,50.0
aqi,0.6623,3404.52,0.1411,116.58
heavy_rain,0.4266,3773.79,0.1684,200.0
heavy_rain,0.6629,3440.33,0.1437,230.55
heavy_rain,0.3108,1500.0,0.0,60.1
extreme_heat,0.7414,8744.65,0.5366,500.0
extreme_heat,0.2884,1962.32,0.0342,64.78
heavy_rain,0.0971,2672.9,0.0869,92.58
heavy_rain,0.3908,2141.19,0.0475,109.61
extreme_heat,0.7411,7704.16,0.4596,464.62
aqi,0.3503,4967.69,0.2569,119.6
traffic,0.5348,3176.0,0.1241,111.48
extreme_heat,0.3603,3066.13,0.116,106.31
heavy_rain,0.6917,4401.92,0.215,317.67
heavy_rain,0.7982,2157.54,0.0487,159.72
heavy_rain,0.4794,4867.67,0.2495,280.99
traffic,0.2408,3058.49,0.1154,88.44
aqi,0.4541,5217.74,0.2754,157.43
aqi,0.7437,5130.0,0.2689,184.86
aqi,0.2285,2990.49,0.1104,56.15
aqi,0.5257,1500.0,0.0,50.0
aqi,0.46,3556.7,0.1523,97.55
heavy_rain,0.0503,1949.37,0.0333,58.25
heavy_rain,0.2691,4185.23,0.1989,188.83
heavy_rain,0.3726,3539.41,0.1511,167.03
extreme_heat,0.7596,2998.91,0.111,152.34
heavy_rain,0.5428,2105.31,0.0448,121.02
traffic,0.476,7283.7,0.4284,290.83
traffic,0.6816,3207.22,0.1265,124.21
extreme_heat,0.1647,13051.72,0.8557,489.08
heavy_rain,0.3802,4094.77,0.1922,215.82
heavy_rain,0.4629,4797.23,0.2442,270.32
heavy_rain,0.703,4103.54,0.1929,288.6
aqi,0.3719,4773.27,0.2425,117.84
extreme_heat,0.4294,6948.93,0.4036,314.62
traffic,0.4772,6989.14,0.4066,263.85
heavy_rain,0.4938,1663.53,0.0121,87.18
extreme_heat,0.7511,6171.82,0.3461,367.01
extreme_heat,0.6147,5159.37,0.2711,264.27
traffic,0.4262,4096.74,0.1924,136.32
traffic,0.756,9473.71,0.5906,500.0
heavy_rain,0.1839,9666.13,0.6049,458.04
aqi,0.3913,6325.21,0.3574,170.75
heavy_rain,0.6247,3066.32,0.116,194.09
aqi,0.5863,2216.66,0.0531,65.5
heavy_rain,0.3309,5867.59,0.3235,299.99
heavy_rain,0.3495,7940.78,0.4771,450.6
traffic,0.1969,1500.0,0.0,50.0
heavy_rain,0.3858,6926.76,0.402,384.48
extreme_heat,0.2819,3542.43,0.1513,116.54
extreme_heat,0.3287,1628.64,0.0095,54.86
heavy_rain,0.4454,5088.29,0.2658,290.12
traffic,0.895,6340.38,0.3585,346.93
aqi,0.6258,3375.59,0.1389,102.74
aqi,0.5554,2371.61,0.0646,63.99
heavy_rain,0.1114,9471.53,0.5905,397.58
extreme_heat,0.4639,2880.39,0.1023,113.9
heavy_rain,0.9165,7184.89,0.4211,500.0
heavy_rain,0.4071,1888.38,0.0288,93.99
heavy_rain,0.6542,4954.26,0.2559,341.32
aqi,0.4538,4884.16,0.2507,145.27
aqi,0.6561,6227.36,0.3502,227.83
traffic,0.64,8488.7,0.5177,399.29
extreme_heat,0.7747,2678.96,0.0873,126.35
extreme_heat,0.064,5220.7,0.2756,127.38
extreme_heat,0.0759,2031.88,0.0394,50.71
extreme_heat,0.4502,2020.38,0.0385,82.73
extreme_heat,0.8033,3013.43,0.1121,157.6
heavy_rain,0.65,4937.74,0.2546,344.71
heavy_rain,0.5261,9306.18,0.5782,500.0
aqi,0.3395,10193.17,0.6439,308.65
extreme_heat,0.5758,3369.62,0.1385,159.8
aqi,0.2382,4688.03,0.2362,109.94
heavy_rain,0.9807,6447.85,0.3665,500.0
extreme_heat,0.6448,5899.9,0.3259,316.48
heavy_rain,0.6755,3696.98,0.1627,248.95
heavy_rain,0.5324,4179.94,0.1985,257.1
heavy_rain,0.2979,3808.19,0.171,169.26
heavy_rain,0.2046,3625.74,0.1575,146.29
aqi,0.3621,3392.41,0.1402,86.15
heavy_rain,0.6907,3790.19,0.1696,268.14
traffic,0.6907,3284.9,0.1322,136.6
extreme_heat,0.1462,2280.82,0.0578,65.49
extreme_heat,0.7236,6193.71,0.3477,354.86
extreme_heat,0.5024,5208.93,0.2747,242.48
heavy_rain,0.2619,10283.51,0.6506,500.0
aqi,0.2097,4840.43,0.2474,106.57
traffic,0.7885,3266.65,0.1309,149.01
traffic,0.4534,2941.82,0.1068,92.56
extreme_heat,0.0194,4120.31,0.1941,93.15
heavy_rain,0.6848,5305.17,0.2819,389.09
aqi,0.1172,3560.46,0.1526,57.97
heavy_rain,0.1932,1929.22,0.0318,65.03
heavy_rain,0.2625,2780.8,0.0949,120.44
heavy_rain,0.7406,4060.3,0.1897,285.74
traffic,0.6371,5826.33,0.3205,264.04
traffic,0.5876,1914.26,0.0307,78.16
traffic,0.346,4594.16,0.2292,149.59
traffic,0.4702,4494.28,0.2218,161.4
heavy_rain,0.5066,3210.6,0.1267,191.61
aqi,0.5014,3000.51,0.1111,91.31
extreme_heat,0.4955,2784.54,0.0952,113.5
traffic,0.6787,4317.38,0.2087,194.52
heavy_rain,0.5659,7068.54,0.4125,480.16
aqi,0.3446,7323.86,0.4314,199.55
heavy_rain,0.6224,2293.9,0.0588,132.38
heavy_rain,0.8001,3664.73,0.1604,275.2
extreme_heat,0.5519,1500.0,0.0,61.64
heavy_rain,0.7092,4249.65,0.2037,299.71
heavy_rain,0.6855,5425.28,0.2908,392.05
traffic,0.2712,8826.21,0.5427,285.57
extreme_heat,0.8788,1647.1,0.0109,91.55
aqi,0.2518,2335.47,0.0619,54.69
heavy_rain,0.8052,4324.57,0.2092,327.22
traffic,0.5301,1791.5,0.0216,66.49
extreme_heat,0.9087,4385.71,0.2138,274.61
traffic,0.4092,5494.49,0.2959,193.03
extreme_heat,0.4748,2120.39,0.046,84.42
extreme_heat,0.8118,4299.67,0.2074,245.42
aqi,0.5066,2194.91,0.0515,62.65
heavy_rain,0.7245,8004.13,0.4818,500.0
heavy_rain,0.9041,4461.87,0.2194,366.77
traffic,0.9413,2921.84,0.1053,141.07
traffic,0.6958,2166.63,0.0494,88.92
heavy_rain,0.1954,4888.18,0.251,207.83
extreme_heat,0.4074,7934.44,0.4766,361.65
aqi,0.0691,2735.99,0.0916,50.0
traffic,0.5005,3229.81,0.1281,116.47
aqi,0.9718,2762.61,0.0935,112.18
extreme_heat,0.7883,8758.21,0.5376,500.0
traffic,0.7864,1549.49,0.0037,60.35
heavy_rain,0.3029,7652.57,0.4557,398.94
aqi,0.6306,3332.24,0.1357,107.02
extreme_heat,0.5224,3882.34,0.1765,171.45
traffic,0.2884,3393.72,0.1403,95.9
extreme_heat,0.8734,4536.0,0.2249,270.33
extreme_heat,0.2153,2793.64,0.0958,78.01
traffic,0.2432,6830.76,0.3949,206.5
extreme_heat,0.5719,6970.89,0.4053,355.26
aqi,0.4041,2460.93,0.0712,58.06
extreme_heat,0.287,5618.01,0.305,204.3
traffic,0.3283,3366.92,0.1383,94.73
heavy_rain,0.7068,4129.11,0.1947,297.18
extreme_heat,0.9105,8626.34,0.5279,500.0
extreme_heat,0.5546,2872.63,0.1017,127.35
heavy_rain,0.6204,6395.02,0.3626,447.65
heavy_rain,0.5562,5057.17,0.2635,323.19
traffic,0.5236,3651.84,0.1594,132.04
traffic,0.7783,4835.32,0.2471,231.37
traffic,0.1352,4556.03,0.2264,113.49
heavy_rain,0.4387,2254.82,0.0559,112.6
heavy_rain,0.21,2970.95,0.109,115.15
heavy_rain,0.5164,2386.0,0.0656,132.01
traffic,0.5602,3504.11,0.1485,140.4
aqi,0.5115,7883.42,0.4728,262.47
heavy_rain,0.8697,5380.38,0.2874,455.71
traffic,0.7349,1965.9,0.0345,81.44
heavy_rain,0.0774,3509.81,0.1489,122.09
heavy_rain,0.581,4522.46,0.2239,291.96
heavy_rain,0.797,5837.42,0.3213,471.44
heavy_rain,0.6452,2906.24,0.1042,179.57
traffic,0.8665,2167.4,0.0494,93.24
aqi,0.5972,3912.1,0.1787,130.04
heavy_rain,0.7802,5348.2,0.2851,422.5
extreme_heat,0.5815,4525.23,0.2241,229.8
traffic,0.5397,2585.47,0.0804,85.78
aqi,0.5555,9675.09,0.6056,357.21
traffic,0.3592,3829.89,0.1726,114.03
heavy_rain,0.2797,4433.1,0.2173,200.66
traffic,0.5773,2890.01,0.103,106.61
heavy_rain,0.3478,6997.12,0.4072,382.73
aqi,0.7441,5355.74,0.2856,199.73
extreme_heat,0.8587,4709.47,0.2377,286.53
traffic,0.2427,2262.38,0.0565,61.75
heavy_rain,0.106,6953.6,0.404,275.77
extreme_heat,0.2144,5874.94,0.3241,198.54
aqi,0.4744,6683.97,0.384,209.28
traffic,0.7985,4099.07,0.1925,193.8
extreme_heat,0.758,3876.04,0.176,209.37
aqi,0.2022,3673.7,0.161,77.03
aqi,0.607,12575.41,0.8204,500.0
heavy_rain,0.4033,3067.99,0.1161,156.98
extreme_heat,0.463,2223.59,0.0536,82.57
extreme_heat,0.4094,3338.82,0.1362,129.51
traffic,0.5218,3082.32,0.1172,105.86
heavy_rain,0.5935,7554.69,0.4485,500.0
heavy_rain,0.4732,2042.65,0.0402,104.78
aqi,0.4311,3039.22,0.114,75.78
aqi,0.9084,4426.04,0.2167,183.81
traffic,0.8406,7586.66,0.4509,403.32
aqi,0.7661,5747.76,0.3146,215.57
traffic,0.8009,9040.85,0.5586,500.0
traffic,0.496,4783.35,0.2432,178.86
traffic,0.3838,3634.37,0.1581,111.92
extreme_heat,0.8336,6172.0,0.3461,391.09
extreme_heat,0.8464,2031.28,0.0394,108.35
heavy_rain,0.7415,1711.38,0.0157,111.31
traffic,0.4618,6555.97,0.3745,245.62
heavy_rain,0.1295,4470.62,0.22,176.15
heavy_rain,0.5754,6515.91,0.3715,444.33
extreme_heat,0.3131,2627.57,0.0835,90.01
extreme_heat,0.5384,7649.47,0.4555,392.42
heavy_rain,0.3691,5626.14,0.3056,291.39
traffic,0.4175,3961.74,0.1824,129.24
aqi,0.8184,4463.44,0.2195,176.42
heavy_rain,0.1814,4786.07,0.2434,195.08
heavy_rain,0.5362,2621.85,0.0831,161.95
heavy_rain,0.4203,3319.25,0.1348,171.23
traffic,0.2131,4748.39,0.2406,131.17
traffic,0.5256,3253.33,0.1299,122.47
heavy_rain,0.392,1930.03,0.0319,94.0
traffic,0.6273,4663.14,0.2343,197.38
heavy_rain,0.5485,6112.05,0.3416,398.72
extreme_heat,0.6914,6865.52,0.3974,382.32
aqi,0.5142,5250.9,0.2778,163.48
heavy_rain,0.738,6058.11,0.3376,469.68
heavy_rain,0.5083,6592.94,0.3773,424.36
extreme_heat,0.4286,4187.37,0.1991,171.34
traffic,0.6061,1500.0,0.0,60.16
aqi,0.4494,7186.0,0.4212,215.92
aqi,0.3947,2574.32,0.0796,71.21
heavy_rain,0.3682,2286.01,0.0582,104.0
heavy_rain,0.7138,2317.62,0.0606,154.03
traffic,0.7225,13936.81,0.9212,500.0
heavy_rain,0.3474,5015.43,0.2604,253.61
aqi,0.9132,2390.34,0.066,96.8
traffic,0.4875,2859.18,0.1007,97.14
heavy_rain,0.8578,4022.41,0.1868,319.1
traffic,0.3249,5277.47,0.2798,164.52
heavy_rain,0.5958,4626.92,0.2316,298.84
extreme_heat,0.3113,2529.3,0.0762,96.47
extreme_heat,0.7799,4715.33,0.2382,265.95
extreme_heat,0.4111,2964.33,0.1085,102.46
traffic,0.451,6791.71,0.392,253.48
traffic,0.3816,4138.75,0.1955,134.16
aqi,0.454,2752.69,0.0928,71.4
aqi,0.7022,5678.7,0.3095,215.31
extreme_heat,0.3664,4873.77,0.2499,194.92
heavy_rain,0.589,3173.43,0.124,194.14
traffic,0.349,5796.71,0.3183,181.75
aqi,0.2856,5511.32,0.2971,126.2
heavy_rain,0.9254,7338.66,0.4325,500.0
