zone,work_type,disruption_freq,flood_risk,heat_risk,weekly_income,income_norm,tenure_weeks,claim_ratio,premium_score,weekly_premium
Vasant Kunj,0,0.22,0.3,0.65,3492.76,0.1476,73,0.1253,0.1996,40.98
Dwarka,0,0.38,0.6,0.7,10270.86,0.6497,21,0.1652,0.5347,61.08
Shahdara,0,0.4,0.65,0.72,3304.06,0.1336,62,0.5557,0.3592,50.55
Shahdara,1,0.4,0.65,0.72,4779.42,0.2429,85,0.1031,0.2376,43.26
Karol Bagh,1,0.33,0.42,0.72,3015.61,0.1123,72,0.1978,0.1799,39.8
Janakpuri,0,0.3,0.4,0.68,2996.51,0.1109,26,0.0335,0.2178,42.07
Dwarka,0,0.38,0.6,0.7,1716.11,0.016,25,0.3535,0.2631,44.79
Connaught Place,0,0.28,0.3,0.7,1834.11,0.0247,24,0.1932,0.1653,38.92
Saket,1,0.25,0.35,0.65,2200.63,0.0519,66,0.1275,0.1448,37.69
Mayur Vihar,0,0.35,0.55,0.7,4410.96,0.2156,70,0.0963,0.3038,47.23
Connaught Place,0,0.28,0.3,0.7,6891.79,0.3994,55,0.1696,0.355,50.3
Karol Bagh,1,0.33,0.42,0.72,1646.93,0.0109,42,0.2345,0.1466,37.8
Shahdara,1,0.4,0.65,0.72,3057.83,0.1154,7,0.0064,0.2137,41.82
Lajpat Nagar,0,0.32,0.45,0.68,2031.55,0.0394,87,0.1435,0.2104,41.62
Dwarka,0,0.38,0.6,0.7,3525.8,0.1501,69,0.2378,0.2775,45.65
Shahdara,0,0.4,0.65,0.72,6890.4,0.3993,67,0.1896,0.4364,55.19
Dwarka,0,0.38,0.6,0.7,3218.14,0.1273,11,0.2285,0.2983,46.9
Lajpat Nagar,0,0.32,0.45,0.68,3929.4,0.18,30,0.3619,0.3209,48.25
Noida Sector 18,1,0.3,0.45,0.7,8329.96,0.5059,32,0.1353,0.3066,47.4
Gurugram Sector 29,1,0.28,0.5,0.68,5059.13,0.2636,63,0.0237,0.2325,42.95
Lajpat Nagar,0,0.32,0.45,0.68,2751.64,0.0927,82,0.3314,0.238,43.28
Dwarka,1,0.38,0.6,0.7,4356.65,0.2116,91,0.081,0.2391,43.34
Rohini,0,0.35,0.5,0.72,2660.38,0.086,55,0.2632,0.2288,42.73
Noida Sector 18,0,0.3,0.45,0.7,4965.36,0.2567,38,0.0766,0.2982,46.89
Gurugram Sector 29,1,0.28,0.5,0.68,5206.54,0.2746,43,0.1878,0.2456,43.73
Gurugram Sector 29,0,0.28,0.5,0.68,2031.28,0.0394,77,0.1566,0.1809,39.86
Vasant Kunj,0,0.22,0.3,0.65,4392.15,0.2142,34,0.3855,0.2961,46.77
Mayur Vihar,0,0.35,0.55,0.7,3794.14,0.1699,44,0.1212,0.2537,44.22
Dwarka,0,0.38,0.6,0.7,5283.47,0.2803,82,0.2305,0.3749,51.5
Lajpat Nagar,0,0.32,0.45,0.68,6097.74,0.3406,57,0.546,0.3418,49.51
Noida Sector 18,1,0.3,0.45,0.7,5108.83,0.2673,49,0.3726,0.2462,43.77
Karol Bagh,1,0.33,0.42,0.72,3457.85,0.145,77,0.1929,0.1998,40.99
Vasant Kunj,1,0.22,0.3,0.65,6416.74,0.3642,31,0.1909,0.2527,44.16
Rohini,1,0.35,0.5,0.72,2600.52,0.0815,7,0.5544,0.2063,41.38
Rohini,0,0.35,0.5,0.72,2079.2,0.0429,82,0.0441,0.202,41.12
Connaught Place,1,0.28,0.3,0.7,1500.0,0.0,48,0.2492,0.1292,36.75
Lajpat Nagar,0,0.32,0.45,0.68,3885.2,0.1767,34,0.257,0.2985,46.91
Shahdara,0,0.4,0.65,0.72,2668.38,0.0865,10,0.0859,0.293,46.58
Shahdara,1,0.4,0.65,0.72,4909.25,0.2525,97,0.2599,0.255,44.3
Saket,0,0.25,0.35,0.65,1501.75,0.0001,76,0.4193,0.173,39.38
Dwarka,0,0.38,0.6,0.7,2911.46,0.1046,29,0.0525,0.2147,41.88
Mayur Vihar,0,0.35,0.55,0.7,5090.52,0.266,64,0.0353,0.2967,46.8
Janakpuri,0,0.3,0.4,0.68,2404.46,0.067,49,0.0383,0.1772,39.63
Mayur Vihar,0,0.35,0.55,0.7,4937.57,0.2546,35,0.1636,0.3485,49.91
Vasant Kunj,0,0.22,0.3,0.65,3045.71,0.1145,33,0.1361,0.1827,39.96
Dwarka,1,0.38,0.6,0.7,3958.4,0.1821,8,0.2196,0.2312,42.87
Rohini,0,0.35,0.5,0.72,5418.53,0.2903,102,0.2156,0.3537,50.22
Vasant Kunj,0,0.22,0.3,0.65,6479.5,0.3689,97,0.3383,0.3263,48.58
Noida Sector 18,0,0.3,0.45,0.7,4214.33,0.2011,91,0.1111,0.2342,43.05
Dwarka,1,0.38,0.6,0.7,2678.45,0.0873,33,0.3025,0.195,40.7
Noida Sector 18,0,0.3,0.45,0.7,3200.24,0.1259,104,0.1077,0.2338,43.03
Shahdara,0,0.4,0.65,0.72,5532.96,0.2987,29,0.47,0.4192,54.15
Karol Bagh,0,0.33,0.42,0.72,2414.8,0.0678,86,0.3632,0.2311,42.86
Dwarka,1,0.38,0.6,0.7,3681.1,0.1616,11,0.1105,0.2264,42.58
Vasant Kunj,1,0.22,0.3,0.65,3317.8,0.1347,33,0.3414,0.1811,39.87
Vasant Kunj,0,0.22,0.3,0.65,3821.2,0.1719,61,0.0435,0.2342,43.05
Rohini,1,0.35,0.5,0.72,2429.3,0.0688,101,0.5827,0.2079,41.47
Lajpat Nagar,0,0.32,0.45,0.68,1594.04,0.007,28,0.2353,0.1698,39.19
Shahdara,0,0.4,0.65,0.72,5220.62,0.2756,45,0.0403,0.3304,48.83
Connaught Place,0,0.28,0.3,0.7,6516.32,0.3716,88,0.1221,0.311,47.66
Dwarka,0,0.38,0.6,0.7,1642.4,0.0105,50,0.3307,0.2178,42.07
Janakpuri,0,0.3,0.4,0.68,4839.0,0.2473,72,0.1076,0.2904,46.43
Vasant Kunj,0,0.22,0.3,0.65,6915.99,0.4012,44,0.3071,0.3905,52.43
Vasant Kunj,0,0.22,0.3,0.65,5420.57,0.2904,1,0.0,0.2709,45.26
Lajpat Nagar,0,0.32,0.45,0.68,3267.12,0.1309,30,0.1405,0.2433,43.6
Karol Bagh,0,0.33,0.42,0.72,2510.54,0.0749,59,0.3876,0.2604,44.63
Lajpat Nagar,1,0.32,0.45,0.68,4190.14,0.1993,3,0.0,0.1864,40.19
Gurugram Sector 29,1,0.28,0.5,0.68,4554.6,0.2263,25,0.1019,0.2319,42.91
Karol Bagh,0,0.33,0.42,0.72,4221.32,0.2016,100,0.1446,0.2996,46.98
Karol Bagh,0,0.33,0.42,0.72,3677.29,0.1613,2,0.0,0.2468,43.81
Rohini,0,0.35,0.5,0.72,2341.8,0.0624,26,0.4117,0.2952,46.71
Karol Bagh,0,0.33,0.42,0.72,4970.84,0.2571,65,0.2748,0.3433,49.6
Lajpat Nagar,0,0.32,0.45,0.68,5092.01,0.2661,59,0.7293,0.3724,51.34
Shahdara,0,0.4,0.65,0.72,4448.9,0.2184,22,0.1619,0.336,49.16
Janakpuri,1,0.3,0.4,0.68,4253.5,0.204,7,0.056,0.1897,40.38
Dwarka,1,0.38,0.6,0.7,9317.27,0.5791,94,0.3782,0.3943,52.66
Connaught Place,0,0.28,0.3,0.7,2944.84,0.107,58,0.0358,0.1911,40.46
Mayur Vihar,0,0.35,0.55,0.7,7636.67,0.4546,60,0.1403,0.4224,54.35
Saket,1,0.25,0.35,0.65,2787.74,0.0954,7,0.0681,0.1389,37.34
Noida Sector 18,0,0.3,0.45,0.7,7005.67,0.4078,22,0.0501,0.3476,49.85
Saket,1,0.25,0.35,0.65,7455.32,0.4411,8,0.3457,0.2841,46.04
Saket,0,0.25,0.35,0.65,3475.43,0.1463,102,0.2782,0.204,41.24
Karol Bagh,0,0.33,0.42,0.72,9232.47,0.5728,81,0.3613,0.4958,58.75
Lajpat Nagar,0,0.32,0.45,0.68,5087.38,0.2657,57,0.0676,0.3067,47.4
Gurugram Sector 29,0,0.28,0.5,0.68,2595.06,0.0811,71,0.1876,0.2219,42.31
Gurugram Sector 29,1,0.28,0.5,0.68,3337.31,0.1361,18,0.3569,0.2148,41.89
Saket,0,0.25,0.35,0.65,7089.58,0.414,103,0.0414,0.3289,48.73
Dwarka,1,0.38,0.6,0.7,6383.89,0.3618,54,0.0513,0.2796,45.78
Connaught Place,0,0.28,0.3,0.7,2370.79,0.0645,54,0.1697,0.1556,38.34
Vasant Kunj,1,0.22,0.3,0.65,3753.23,0.1669,100,0.108,0.1772,39.63
Vasant Kunj,1,0.22,0.3,0.65,4454.91,0.2189,10,0.0042,0.1826,39.96
Rohini,0,0.35,0.5,0.72,3121.9,0.1201,45,0.0154,0.2692,45.15
Connaught Place,0,0.28,0.3,0.7,13080.79,0.8578,10,0.4366,0.6402,67.41
Lajpat Nagar,1,0.32,0.45,0.68,4522.55,0.2239,45,0.0128,0.2027,41.16
Connaught Place,0,0.28,0.3,0.7,3901.41,0.1779,28,0.0699,0.2177,42.06
Mayur Vihar,1,0.35,0.55,0.7,7298.51,0.4295,48,0.2134,0.2908,46.45
Karol Bagh,0,0.33,0.42,0.72,3352.27,0.1372,74,0.1146,0.2231,42.39
Lajpat Nagar,0,0.32,0.45,0.68,6658.93,0.3821,30,0.085,0.3586,50.51
Gurugram Sector 29,0,0.28,0.5,0.68,1747.84,0.0184,6,0.0319,0.1362,37.17
Rohini,1,0.35,0.5,0.72,3207.26,0.1265,17,0.2248,0.1839,40.03
Saket,1,0.25,0.35,0.65,6799.03,0.3925,75,0.2854,0.2686,45.12
Noida Sector 18,0,0.3,0.45,0.7,8822.84,0.5424,61,0.3034,0.4819,57.92
Gurugram Sector 29,1,0.28,0.5,0.68,2733.54,0.0914,102,0.2924,0.1692,39.15
Karol Bagh,1,0.33,0.42,0.72,2578.83,0.0799,93,0.0039,0.1559,38.36
Connaught Place,0,0.28,0.3,0.7,5343.97,0.2847,17,0.101,0.3257,48.54
Rohini,0,0.35,0.5,0.72,2946.82,0.1072,77,0.2485,0.2233,42.4
Dwarka,1,0.38,0.6,0.7,3518.22,0.1495,10,0.0638,0.2279,42.67
Dwarka,1,0.38,0.6,0.7,6236.68,0.3509,11,0.4825,0.3242,48.45
Vasant Kunj,0,0.22,0.3,0.65,3065.45,0.116,83,0.1542,0.2202,42.21
Mayur Vihar,1,0.35,0.55,0.7,1506.11,0.0005,42,0.1748,0.1684,39.1
Dwarka,0,0.38,0.6,0.7,2099.51,0.0444,104,0.0159,0.2115,41.69
Vasant Kunj,1,0.22,0.3,0.65,4043.95,0.1884,1,0.0,0.1618,38.71
Janakpuri,1,0.3,0.4,0.68,1584.92,0.0063,53,0.1933,0.1104,35.63
Shahdara,1,0.4,0.65,0.72,3468.3,0.1458,33,0.0644,0.2118,41.71
Janakpuri,0,0.3,0.4,0.68,2006.11,0.0375,103,0.1952,0.1928,40.57
Lajpat Nagar,0,0.32,0.45,0.68,9135.92,0.5656,70,0.0773,0.4621,56.73
Vasant Kunj,0,0.22,0.3,0.65,11879.52,0.7689,81,0.1743,0.5391,61.35
Connaught Place,0,0.28,0.3,0.7,2370.61,0.0645,31,0.2905,0.229,42.74
Rohini,1,0.35,0.5,0.72,4575.08,0.2278,94,0.3835,0.2434,43.6
Rohini,0,0.35,0.5,0.72,2489.4,0.0733,88,0.259,0.2664,44.99
Dwarka,0,0.38,0.6,0.7,3447.28,0.1442,82,0.279,0.3064,47.38
Lajpat Nagar,0,0.32,0.45,0.68,9914.31,0.6233,50,0.2351,0.4745,57.47
Connaught Place,0,0.28,0.3,0.7,3186.43,0.1249,96,0.0373,0.1992,40.95
Gurugram Sector 29,0,0.28,0.5,0.68,3487.64,0.1472,70,0.4394,0.2849,46.09
Vasant Kunj,1,0.22,0.3,0.65,2511.75,0.0749,7,0.1161,0.1154,35.92
Lajpat Nagar,1,0.32,0.45,0.68,7137.33,0.4176,92,0.4175,0.2964,46.79
Dwarka,0,0.38,0.6,0.7,1500.0,0.0,3,0.0,0.1795,39.77
Shahdara,1,0.4,0.65,0.72,3224.72,0.1278,72,0.5011,0.2375,43.25
Vasant Kunj,1,0.22,0.3,0.65,3932.6,0.1802,26,0.1321,0.1556,38.34
Gurugram Sector 29,0,0.28,0.5,0.68,2891.3,0.1031,94,0.2377,0.2649,44.89
Mayur Vihar,1,0.35,0.55,0.7,6196.7,0.3479,76,0.1317,0.2442,43.65
Shahdara,0,0.4,0.65,0.72,7339.41,0.4325,85,0.0679,0.4388,55.33
Janakpuri,0,0.3,0.4,0.68,1986.2,0.036,73,0.2315,0.2057,41.34
Rohini,0,0.35,0.5,0.72,11461.44,0.7379,59,0.0791,0.5386,61.32
Karol Bagh,0,0.33,0.42,0.72,1975.09,0.0352,90,0.1296,0.1909,40.46
Mayur Vihar,1,0.35,0.55,0.7,7664.2,0.4566,31,0.2064,0.3222,48.33
Connaught Place,1,0.28,0.3,0.7,4336.89,0.2101,55,0.4722,0.2151,41.9
Gurugram Sector 29,1,0.28,0.5,0.68,3128.0,0.1206,32,0.1051,0.1868,40.21
Lajpat Nagar,0,0.32,0.45,0.68,3279.07,0.1318,12,0.4781,0.2907,46.44
Gurugram Sector 29,0,0.28,0.5,0.68,3957.01,0.182,92,0.4536,0.2894,46.36
Mayur Vihar,1,0.35,0.55,0.7,4465.82,0.2197,52,0.372,0.2283,42.7
Lajpat Nagar,0,0.32,0.45,0.68,2540.01,0.077,6,0.4166,0.249,43.94
Janakpuri,0,0.3,0.4,0.68,3579.68,0.1541,86,0.0395,0.2218,42.31
Lajpat Nagar,0,0.32,0.45,0.68,2737.13,0.0916,98,0.1898,0.2197,42.18
Shahdara,0,0.4,0.65,0.72,2191.79,0.0512,69,0.1012,0.2537,44.22
Vasant Kunj,0,0.22,0.3,0.65,2674.04,0.087,35,0.2074,0.177,39.62
Connaught Place,0,0.28,0.3,0.7,2264.28,0.0566,90,0.1419,0.1846,40.08
Saket,0,0.25,0.35,0.65,3261.43,0.1305,77,0.4846,0.299,46.94
Vasant Kunj,0,0.22,0.3,0.65,4995.22,0.2589,30,0.1683,0.2815,45.89
Dwarka,0,0.38,0.6,0.7,4274.21,0.2055,35,0.3341,0.3641,50.84
Lajpat Nagar,0,0.32,0.45,0.68,10798.61,0.6888,103,0.3896,0.5591,62.54
Janakpuri,0,0.3,0.4,0.68,1500.0,0.0,100,0.2982,0.1854,40.12
Shahdara,1,0.4,0.65,0.72,5088.15,0.2658,71,0.253,0.2867,46.2
Noida Sector 18,0,0.3,0.45,0.7,4036.81,0.1879,4,0.0,0.266,44.96
Dwarka,1,0.38,0.6,0.7,6050.13,0.337,24,0.1111,0.2984,46.91
Vasant Kunj,1,0.22,0.3,0.65,5757.35,0.3154,37,0.1707,0.2231,42.38
Shahdara,0,0.4,0.65,0.72,3705.24,0.1634,56,0.0466,0.2737,45.42
Dwarka,1,0.38,0.6,0.7,4386.67,0.2138,91,0.1516,0.2203,42.22
Vasant Kunj,1,0.22,0.3,0.65,2773.78,0.0944,89,0.1516,0.1448,37.69
Vasant Kunj,0,0.22,0.3,0.65,5468.94,0.294,29,0.1262,0.2586,44.52
Janakpuri,0,0.3,0.4,0.68,1572.72,0.0054,12,0.1532,0.1857,40.14
Connaught Place,0,0.28,0.3,0.7,5933.76,0.3284,29,0.0173,0.3287,48.72
Noida Sector 18,1,0.3,0.45,0.7,3977.52,0.1835,25,0.2463,0.2059,41.35
Shahdara,1,0.4,0.65,0.72,3154.13,0.1225,94,0.3537,0.2508,44.05
Lajpat Nagar,1,0.32,0.45,0.68,3582.2,0.1542,2,0.0,0.1858,40.15
Noida Sector 18,1,0.3,0.45,0.7,3716.0,0.1641,87,0.0448,0.1872,40.23
Karol Bagh,0,0.33,0.42,0.72,7697.51,0.4591,69,0.2857,0.4246,54.47
Lajpat Nagar,1,0.32,0.45,0.68,15000.0,1.0,12,0.0057,0.4871,58.23
Gurugram Sector 29,0,0.28,0.5,0.68,7405.18,0.4374,72,0.1453,0.3791,51.74
Lajpat Nagar,1,0.32,0.45,0.68,3033.09,0.1136,61,0.0472,0.1456,37.74
Gurugram Sector 29,0,0.28,0.5,0.68,5513.15,0.2973,1,0.0,0.299,46.94
Janakpuri,0,0.3,0.4,0.68,5634.51,0.3063,24,0.1325,0.3632,50.79
Connaught Place,1,0.28,0.3,0.7,2533.66,0.0766,37,0.4006,0.1384,37.3
Vasant Kunj,1,0.22,0.3,0.65,2142.23,0.0476,23,0.17,0.1041,35.24
Lajpat Nagar,1,0.32,0.45,0.68,3898.55,0.1777,61,0.1114,0.187,40.22
Noida Sector 18,0,0.3,0.45,0.7,6026.09,0.3353,65,0.0335,0.3183,48.1
Rohini,0,0.35,0.5,0.72,1797.4,0.022,18,0.4365,0.2411,43.46
Vasant Kunj,1,0.22,0.3,0.65,2806.1,0.0967,13,0.0156,0.1194,36.16
Gurugram Sector 29,0,0.28,0.5,0.68,5357.89,0.2858,69,0.4436,0.3483,49.9
Mayur Vihar,0,0.35,0.55,0.7,4108.7,0.1932,49,0.0945,0.2766,45.59
Janakpuri,0,0.3,0.4,0.68,8169.29,0.494,28,0.2416,0.4157,53.94
Janakpuri,0,0.3,0.4,0.68,1986.87,0.0361,27,0.1059,0.1814,39.89
Noida Sector 18,0,0.3,0.45,0.7,13043.99,0.8551,5,0.1416,0.6015,65.09
Mayur Vihar,0,0.35,0.55,0.7,1864.98,0.027,89,0.2835,0.269,45.14
Karol Bagh,1,0.33,0.42,0.72,1500.0,0.0,88,0.2199,0.1398,37.39
Connaught Place,1,0.28,0.3,0.7,3907.07,0.1783,58,0.1642,0.178,39.68
Noida Sector 18,1,0.3,0.45,0.7,2281.92,0.0579,37,0.033,0.1086,35.52
Lajpat Nagar,0,0.32,0.45,0.68,3946.65,0.1812,23,0.5222,0.3131,47.79
Dwarka,0,0.38,0.6,0.7,3878.24,0.1762,32,0.2411,0.2737,45.42
Mayur Vihar,1,0.35,0.55,0.7,3648.65,0.1592,97,0.5109,0.2469,43.81
Dwarka,1,0.38,0.6,0.7,2640.69,0.0845,10,0.0261,0.1865,40.19
Mayur Vihar,0,0.35,0.55,0.7,4995.68,0.2589,86,0.0675,0.3397,49.38
Janakpuri,1,0.3,0.4,0.68,3433.49,0.1432,32,0.0311,0.162,38.72
Rohini,1,0.35,0.5,0.72,6987.18,0.4065,28,0.2375,0.3064,47.38
Saket,1,0.25,0.35,0.65,3676.86,0.1612,85,0.5271,0.2114,41.68
Shahdara,1,0.4,0.65,0.72,2484.13,0.0729,100,0.3042,0.1963,40.78
Mayur Vihar,0,0.35,0.55,0.7,1730.46,0.0171,104,0.3479,0.243,43.58
Noida Sector 18,0,0.3,0.45,0.7,3692.08,0.1624,28,0.0855,0.2635,44.81
Vasant Kunj,0,0.22,0.3,0.65,2133.24,0.0469,62,0.2438,0.1666,39.0
Karol Bagh,0,0.33,0.42,0.72,2048.82,0.0407,31,0.1407,0.231,42.86
Mayur Vihar,1,0.35,0.55,0.7,5238.18,0.2769,21,0.1759,0.2654,44.92
Noida Sector 18,1,0.3,0.45,0.7,1654.35,0.0114,41,0.0763,0.1068,35.41
Dwarka,0,0.38,0.6,0.7,8152.64,0.4928,7,0.064,0.4736,57.41
Saket,1,0.25,0.35,0.65,4358.39,0.2117,18,0.1151,0.1794,39.76
Lajpat Nagar,1,0.32,0.45,0.68,3936.62,0.1805,62,0.2398,0.2218,42.31
Saket,1,0.25,0.35,0.65,2398.54,0.0666,72,0.4185,0.162,38.72
Vasant Kunj,0,0.22,0.3,0.65,5896.92,0.3257,29,0.0089,0.2324,42.94
Janakpuri,1,0.3,0.4,0.68,4018.03,0.1865,58,0.0791,0.2005,41.03
Lajpat Nagar,0,0.32,0.45,0.68,2855.36,0.1004,80,0.4048,0.2517,44.1
Noida Sector 18,0,0.3,0.45,0.7,4446.68,0.2183,94,0.051,0.2676,45.05
Vasant Kunj,0,0.22,0.3,0.65,1734.73,0.0174,60,0.3414,0.1559,38.35
Karol Bagh,1,0.33,0.42,0.72,1776.39,0.0205,26,0.394,0.1728,39.37
Dwarka,1,0.38,0.6,0.7,2298.26,0.0591,75,0.094,0.1662,38.97
Janakpuri,0,0.3,0.4,0.68,4792.29,0.2439,18,0.4183,0.34,49.4
Shahdara,0,0.4,0.65,0.72,4017.32,0.1865,15,0.1336,0.2897,46.38
Rohini,1,0.35,0.5,0.72,6798.72,0.3925,38,0.2024,0.3026,47.15
Dwarka,1,0.38,0.6,0.7,2540.22,0.0771,35,0.2081,0.2068,41.41
Rohini,0,0.35,0.5,0.72,5363.3,0.2862,16,0.2838,0.3674,51.05
Vasant Kunj,1,0.22,0.3,0.65,3801.17,0.1705,6,0.2214,0.1744,39.46
Gurugram Sector 29,1,0.28,0.5,0.68,2511.1,0.0749,99,0.2577,0.1681,39.08
Karol Bagh,1,0.33,0.42,0.72,4878.8,0.2503,71,0.3388,0.2348,43.09
Mayur Vihar,1,0.35,0.55,0.7,3893.23,0.1773,75,0.3397,0.2142,41.85
Vasant Kunj,1,0.22,0.3,0.65,2937.87,0.1065,7,0.4205,0.1523,38.14
Lajpat Nagar,1,0.32,0.45,0.68,4109.27,0.1933,83,0.1425,0.1929,40.57
Karol Bagh,1,0.33,0.42,0.72,3771.53,0.1683,38,0.0864,0.1764,39.59
Connaught Place,0,0.28,0.3,0.7,3726.24,0.1649,78,0.0472,0.2592,44.55
Janakpuri,0,0.3,0.4,0.68,3273.79,0.1314,52,0.2038,0.2057,41.34
Noida Sector 18,1,0.3,0.45,0.7,2095.45,0.0441,26,0.1071,0.1633,38.8
Saket,0,0.25,0.35,0.65,4177.14,0.1983,28,0.1758,0.227,42.62
Lajpat Nagar,1,0.32,0.45,0.68,2693.62,0.0884,15,0.213,0.1579,38.48
Rohini,0,0.35,0.5,0.72,2415.92,0.0678,87,0.2552,0.2197,42.18
Mayur Vihar,0,0.35,0.55,0.7,3567.61,0.1532,45,0.1521,0.2571,44.42
Dwarka,0,0.38,0.6,0.7,5808.13,0.3191,82,0.2105,0.4001,53.0
Dwarka,0,0.38,0.6,0.7,4415.19,0.2159,87,0.1691,0.3376,49.26
Vasant Kunj,0,0.22,0.3,0.65,3085.38,0.1174,18,0.0086,0.1764,39.59
Lajpat Nagar,0,0.32,0.45,0.68,3023.97,0.1129,35,0.1419,0.2903,46.42
Karol Bagh,1,0.33,0.42,0.72,5529.8,0.2985,13,0.4167,0.2667,45.0
Vasant Kunj,0,0.22,0.3,0.65,1500.0,0.0,1,0.0,0.1227,36.36
Noida Sector 18,0,0.3,0.45,0.7,5995.01,0.333,103,0.1068,0.3259,48.56
Lajpat Nagar,0,0.32,0.45,0.68,1576.55,0.0057,69,0.4802,0.2003,41.02
Lajpat Nagar,0,0.32,0.45,0.68,1982.86,0.0358,47,0.1678,0.1895,40.37
Dwarka,0,0.38,0.6,0.7,3111.52,0.1194,21,0.2823,0.306,47.36
Shahdara,1,0.4,0.65,0.72,11909.15,0.771,62,0.0354,0.4605,56.63
Lajpat Nagar,1,0.32,0.45,0.68,9308.75,0.5784,57,0.2809,0.3815,51.89
Janakpuri,0,0.3,0.4,0.68,5728.7,0.3132,24,0.0584,0.3021,47.13
Lajpat Nagar,0,0.32,0.45,0.68,4809.13,0.2451,2,0.0,0.2999,46.99
Shahdara,0,0.4,0.65,0.72,1585.83,0.0064,49,0.0933,0.2321,42.93
Connaught Place,0,0.28,0.3,0.7,4351.95,0.2113,53,0.4037,0.2907,46.44
Gurugram Sector 29,1,0.28,0.5,0.68,3057.61,0.1154,84,0.043,0.1573,38.44
Connaught Place,0,0.28,0.3,0.7,2674.89,0.087,41,0.2288,0.1816,39.9
Rohini,1,0.35,0.5,0.72,4347.7,0.2109,11,0.3503,0.2492,43.95
Rohini,0,0.35,0.5,0.72,3179.39,0.1244,92,0.1806,0.2787,45.72
Mayur Vihar,0,0.35,0.55,0.7,6214.56,0.3492,44,0.3564,0.3854,52.12
Connaught Place,0,0.28,0.3,0.7,1528.47,0.0021,76,0.0566,0.1549,38.29
Janakpuri,0,0.3,0.4,0.68,4177.66,0.1983,5,0.1697,0.2941,46.65
Noida Sector 18,1,0.3,0.45,0.7,2592.69,0.0809,4,0.0,0.1468,37.81
Shahdara,0,0.4,0.65,0.72,3278.63,0.1318,3,0.0,0.2506,44.04
Gurugram Sector 29,1,0.28,0.5,0.68,4685.9,0.236,83,0.086,0.199,40.94
Mayur Vihar,1,0.35,0.55,0.7,2301.57,0.0594,26,0.2521,0.1716,39.3
Saket,0,0.25,0.35,0.65,4368.24,0.2125,83,0.2348,0.2558,44.35
Mayur Vihar,0,0.35,0.55,0.7,3618.56,0.1569,99,0.1094,0.2762,45.57
Dwarka,0,0.38,0.6,0.7,2892.01,0.1031,69,0.3388,0.2861,46.17
Vasant Kunj,0,0.22,0.3,0.65,3180.25,0.1245,103,0.5478,0.2331,42.98
Shahdara,1,0.4,0.65,0.72,3724.63,0.1648,97,0.1645,0.2444,43.67
Gurugram Sector 29,0,0.28,0.5,0.68,2741.01,0.0919,76,0.0304,0.1988,40.93
Karol Bagh,1,0.33,0.42,0.72,4038.17,0.188,84,0.1192,0.2222,42.33
Mayur Vihar,1,0.35,0.55,0.7,3501.38,0.1483,63,0.3962,0.24,43.4
Karol Bagh,0,0.33,0.42,0.72,2964.19,0.1085,23,0.0107,0.2376,43.26
Shahdara,1,0.4,0.65,0.72,8909.93,0.5489,11,0.0649,0.3609,50.66
Connaught Place,0,0.28,0.3,0.7,4952.36,0.2557,40,0.2677,0.2883,46.3
Janakpuri,1,0.3,0.4,0.68,3323.07,0.135,50,0.3348,0.2021,41.13
Rohini,0,0.35,0.5,0.72,4328.3,0.2095,37,0.1692,0.2987,46.92
Karol Bagh,1,0.33,0.42,0.72,2408.09,0.0673,11,0.2994,0.1609,38.66
Rohini,1,0.35,0.5,0.72,3234.45,0.1285,53,0.2397,0.1908,40.45
Rohini,1,0.35,0.5,0.72,3428.79,0.1429,52,0.1833,0.1927,40.56
Rohini,0,0.35,0.5,0.72,2157.28,0.0487,100,0.3339,0.2155,41.93
Noida Sector 18,1,0.3,0.45,0.7,4883.79,0.2507,100,0.0653,0.2638,44.83
Shahdara,0,0.4,0.65,0.72,3125.01,0.1204,65,0.1784,0.2525,44.15
Vasant Kunj,1,0.22,0.3,0.65,3368.65,0.1384,89,0.3897,0.1575,38.45
Saket,0,0.25,0.35,0.65,3027.95,0.1132,33,0.2883,0.2323,42.94
Dwarka,0,0.38,0.6,0.7,15000.0,1.0,101,0.3318,0.7206,72.23
Connaught Place,0,0.28,0.3,0.7,2889.08,0.1029,98,0.2013,0.2005,41.03
Connaught Place,0,0.28,0.3,0.7,1500.0,0.0,14,0.6184,0.2057,41.34
Saket,0,0.25,0.35,0.65,1808.1,0.0228,73,0.4265,0.2097,41.58
Vasant Kunj,1,0.22,0.3,0.65,5882.0,0.3246,48,0.5382,0.2491,43.95
Shahdara,0,0.4,0.65,0.72,7849.67,0.4703,28,0.4255,0.5097,59.58
Karol Bagh,1,0.33,0.42,0.72,2861.5,0.1009,43,0.0512,0.1399,37.4
Lajpat Nagar,0,0.32,0.45,0.68,7627.19,0.4539,95,0.3377,0.4141,53.85
Lajpat Nagar,1,0.32,0.45,0.68,5830.13,0.3208,97,0.1164,0.2606,44.63
Karol Bagh,1,0.33,0.42,0.72,3660.15,0.16,36,0.1115,0.2217,42.3
Lajpat Nagar,0,0.32,0.45,0.68,3532.56,0.1506,49,0.2202,0.2435,43.61
Connaught Place,1,0.28,0.3,0.7,4404.73,0.2152,54,0.171,0.1784,39.7
Saket,1,0.25,0.35,0.65,6239.95,0.3511,77,0.0965,0.2453,43.72
Vasant Kunj,1,0.22,0.3,0.65,4908.13,0.2525,50,0.0277,0.1887,40.32
